tourist_id,timestamp,latitude,longitude,location_name,hour,day_of_week,is_active,speed_kmh,distance_from_planned,time_since_last_checkin,battery_level,signal_strength,weather_condition,has_incident,incident_type,incident_severity,prediction_target,future_incident_risk
tourist_0,2025-08-11 06:30:37.314606,23.826071846983496,91.29178672723292,Agartala,6,0,False,0.0,0.8181859142395166,283,87,2,storm,False,,,0,0.005
tourist_0,2025-08-11 07:00:37.314606,23.828251340879305,91.29624198389592,Agartala,7,0,True,2.7779996805962965,1.108360684632038,98,81,2,clear,False,,,0,0.1
tourist_0,2025-08-11 07:30:37.314606,23.82743807437117,91.2973315910276,Agartala,7,0,True,2.737074334450615,1.2529419675684934,346,75,5,light_rain,True,medical_emergency,low,1,0.1
tourist_0,2025-08-11 08:00:37.314606,23.83133029156209,91.29956483512196,Agartala,8,0,True,4.182938234084874,1.4170219161602369,385,81,4,clear,False,,,0,0.1
tourist_0,2025-08-11 08:30:37.314606,23.83133029156209,91.29956483512196,Agartala,8,0,False,0.0,1.4170219161602369,46,79,3,heavy_rain,False,,,0,0.01
tourist_0,2025-08-11 09:00:37.314606,23.825108433715684,91.29212725528821,Agartala,9,0,True,13.49044179559757,0.9235824919031005,475,78,2,light_rain,False,,,0,0.1
tourist_0,2025-08-11 09:30:37.314606,23.824803485041073,91.28388532558998,Agartala,9,0,True,10.157788028888923,0.8106697092045064,186,70,3,heavy_rain,False,,,0,0.25
tourist_0,2025-08-11 10:00:37.314606,23.821507209464976,91.28315024820954,Agartala,10,0,True,3.5543609796839135,1.1808675973687732,227,71,1,fog,False,,,0,0.05
tourist_0,2025-08-11 10:30:37.314606,23.819793483963,91.2801037840154,Agartala,10,0,True,13.324003700910398,1.4969856315495018,394,75,4,light_rain,False,,,0,0.25
tourist_0,2025-08-11 11:00:37.314606,23.820034896072475,91.27853649339526,Agartala,11,0,True,6.22313212847807,1.5687333921627813,100,67,5,clear,False,,,0,0.25
tourist_0,2025-08-11 11:30:37.314606,23.813959941823654,91.28508762181146,Agartala,11,0,True,6.421051056736257,1.956202603547579,154,65,3,light_rain,False,,,0,0.1
tourist_0,2025-08-11 12:00:37.314606,23.81470385297861,91.28478365093773,Agartala,12,0,True,4.562233295788639,1.8777585536314683,38,62,3,storm,False,,,0,0.05
tourist_0,2025-08-11 12:30:37.314606,23.814026689954115,91.28429100063435,Agartala,12,0,True,9.208951197489098,1.959430284120001,444,67,2,heavy_rain,False,,,0,0.05
tourist_0,2025-08-11 13:00:37.314606,23.81380007392411,91.284459250209,Agartala,13,0,True,11.278922258511942,1.9817976577493706,204,62,2,storm,False,,,0,0.25
tourist_0,2025-08-11 13:30:37.314606,23.81380007392411,91.284459250209,Agartala,13,0,False,0.0,1.9817976577493706,436,65,5,heavy_rain,False,,,0,0.025
tourist_0,2025-08-11 14:00:37.314606,23.807841725232965,91.280954474475,Agartala,14,0,True,6.68839423508504,2.70504092580532,372,59,3,light_rain,False,,,0,0.1
tourist_0,2025-08-11 14:30:37.314606,23.800139433478208,91.28350819851184,Agartala,14,0,True,4.502111037568863,3.500147160481194,442,53,4,heavy_rain,False,,,0,0.05
tourist_0,2025-08-11 15:00:37.314606,23.800975726843653,91.28197233764122,Agartala,15,0,True,9.267396091619553,3.4303087278904902,181,51,3,storm,False,,,0,0.1
tourist_0,2025-08-11 15:30:37.314606,23.796835905502594,91.2904586335847,Agartala,15,0,True,2.670850929748984,3.8690865542764916,268,59,3,cloudy,False,,,0,0.1
tourist_0,2025-08-11 16:00:37.314606,23.796397447763002,91.29482891065236,Agartala,16,0,True,9.429774377291604,3.9970059339329302,263,55,5,light_rain,False,,,0,0.05
tourist_0,2025-08-11 16:30:37.314606,23.797573388580446,91.29520096310874,Agartala,16,0,True,7.565559801330123,3.879590761910086,274,55,1,heavy_rain,False,,,0,0.1
tourist_0,2025-08-11 17:00:37.314606,23.797573388580446,91.29520096310874,Agartala,17,0,False,0.0,3.879590761910086,219,47,5,clear,False,,,0,0.005
tourist_0,2025-08-11 17:30:37.314606,23.804739895303747,91.28996541522265,Agartala,17,0,True,12.065866792875736,2.9910804375499485,37,49,4,cloudy,False,,,0,0.1
tourist_0,2025-08-11 18:00:37.314606,23.805909861304592,91.29045119963887,Agartala,18,0,True,1.672081500155632,2.8692726151089656,52,50,1,heavy_rain,False,,,0,0.1
tourist_0,2025-08-11 18:30:37.314606,23.806340321132403,91.2917278296009,Agartala,18,0,True,1.6637139249997341,2.8457874795902587,459,44,3,heavy_rain,False,,,0,0.25
tourist_0,2025-08-11 19:00:37.314606,23.806340321132403,91.2917278296009,Agartala,19,0,False,0.0,2.8457874795902587,300,39,1,heavy_rain,False,,,0,0.01
tourist_0,2025-08-11 19:30:37.314606,23.80256318649992,91.29030319080354,Agartala,19,0,True,3.082826284792735,3.2354386958314043,230,44,4,clear,False,,,0,0.05
tourist_0,2025-08-11 20:00:37.314606,23.79958114967084,91.29164604252763,Agartala,20,0,True,3.0691659258743,3.583593586661001,129,38,2,clear,False,,,0,0.05
tourist_0,2025-08-11 20:30:37.314606,23.80010545367946,91.293595004394,Agartala,20,0,True,1.1034508946822918,3.5654845322551756,310,35,1,cloudy,False,,,0,0.1
tourist_0,2025-08-11 21:00:37.314606,23.80010545367946,91.293595004394,Agartala,21,0,False,0.0,3.5654845322551756,125,36,1,light_rain,False,,,0,0.01
tourist_0,2025-08-11 21:30:37.314606,23.80010545367946,91.293595004394,Agartala,21,0,False,0.0,3.5654845322551756,43,37,2,heavy_rain,False,,,0,0.01
tourist_0,2025-08-11 22:00:37.314606,23.80010545367946,91.293595004394,Agartala,22,0,False,0.0,3.5654845322551756,252,35,5,cloudy,False,,,0,0.015000000000000001
tourist_0,2025-08-11 22:30:37.314606,23.80010545367946,91.293595004394,Agartala,22,0,False,0.0,3.5654845322551756,176,31,4,fog,False,,,0,0.030000000000000002
tourist_0,2025-08-11 23:00:37.314606,23.80010545367946,91.293595004394,Agartala,23,0,False,0.0,3.5654845322551756,94,27,4,light_rain,False,,,0,0.075
tourist_0,2025-08-11 23:30:37.314606,23.80010545367946,91.293595004394,Agartala,23,0,False,0.0,3.5654845322551756,257,34,3,light_rain,False,,,0,0.075
tourist_0,2025-08-12 00:00:37.314606,23.828606998740156,91.29505718268548,Agartala,0,1,False,0.0,0.9711740234962913,54,96,5,clear,False,,,0,0.015000000000000001
tourist_0,2025-08-12 00:30:37.314606,23.828606998740156,91.29505718268548,Agartala,0,1,False,0.0,0.9711740234962913,406,96,2,heavy_rain,False,,,0,0.075
tourist_0,2025-08-12 01:00:37.314606,23.828606998740156,91.29505718268548,Agartala,1,1,False,0.0,0.9711740234962913,478,99,2,clear,False,,,0,0.015000000000000001
tourist_0,2025-08-12 01:30:37.314606,23.828606998740156,91.29505718268548,Agartala,1,1,False,0.0,0.9711740234962913,74,97,1,clear,False,,,0,0.015000000000000001
tourist_0,2025-08-12 02:00:37.314606,23.828606998740156,91.29505718268548,Agartala,2,1,False,0.0,0.9711740234962913,250,92,4,clear,False,,,0,0.015000000000000001
tourist_0,2025-08-12 02:30:37.314606,23.828606998740156,91.29505718268548,Agartala,2,1,False,0.0,0.9711740234962913,266,90,2,fog,False,,,0,0.015000000000000001
tourist_0,2025-08-12 03:00:37.314606,23.828606998740156,91.29505718268548,Agartala,3,1,False,0.0,0.9711740234962913,445,89,2,cloudy,False,,,0,0.015000000000000001
tourist_0,2025-08-12 03:30:37.314606,23.828606998740156,91.29505718268548,Agartala,3,1,False,0.0,0.9711740234962913,103,87,1,light_rain,False,,,0,0.030000000000000002
tourist_0,2025-08-12 04:00:37.314606,23.828606998740156,91.29505718268548,Agartala,4,1,False,0.0,0.9711740234962913,206,86,1,clear,False,,,0,0.030000000000000002
tourist_0,2025-08-12 04:30:37.314606,23.828606998740156,91.29505718268548,Agartala,4,1,False,0.0,0.9711740234962913,157,87,2,cloudy,False,,,0,0.075
tourist_0,2025-08-12 05:00:37.314606,23.828606998740156,91.29505718268548,Agartala,5,1,False,0.0,0.9711740234962913,431,89,5,light_rain,False,,,0,0.075
tourist_0,2025-08-12 05:30:37.314606,23.828606998740156,91.29505718268548,Agartala,5,1,False,0.0,0.9711740234962913,314,85,3,fog,False,,,0,0.030000000000000002
tourist_0,2025-08-12 06:00:37.314606,23.828463039616317,91.29514005703167,Agartala,6,1,True,2.15731544345186,0.9852128872155318,31,82,5,clear,False,,,0,0.1
tourist_0,2025-08-12 06:30:37.314606,23.828463039616317,91.29514005703167,Agartala,6,1,False,0.0,0.9852128872155318,124,86,3,heavy_rain,False,,,0,0.005
tourist_0,2025-08-12 07:00:37.314606,23.828463039616317,91.29514005703167,Agartala,7,1,False,0.0,0.9852128872155318,411,82,2,heavy_rain,False,,,0,0.025
tourist_0,2025-08-12 07:30:37.314606,23.828463039616317,91.29514005703167,Agartala,7,1,False,0.0,0.9852128872155318,399,79,4,heavy_rain,False,,,0,0.005
tourist_0,2025-08-12 08:00:37.314606,23.832256704892817,91.29201433441202,Agartala,8,1,True,1.6534227844264913,0.5848539930249316,45,81,2,cloudy,False,,,0,0.05
tourist_0,2025-08-12 08:30:37.314606,23.836286369200945,91.29497363716098,Agartala,8,1,True,3.418773117703045,1.0513854993965661,67,76,1,light_rain,False,,,0,0.1
tourist_0,2025-08-12 09:00:37.314606,23.83627429381722,91.29590121773514,Agartala,9,1,True,5.379777735117477,1.1407973129617395,371,76,1,light_rain,False,,,0,0.25
tourist_0,2025-08-12 09:30:37.314606,23.839004100285088,91.28767804855048,Agartala,9,1,True,14.77787355000762,0.8386378023610911,150,68,1,clear,False,,,0,0.1
tourist_0,2025-08-12 10:00:37.314606,23.843020534768193,91.28585832942586,Agartala,10,1,True,7.04734597823783,1.28304412082763,122,67,4,clear,False,,,0,0.1
tourist_0,2025-08-12 10:30:37.314606,23.8430232224533,91.28590097365498,Agartala,10,1,True,7.423704316357899,1.282964602448918,166,71,2,heavy_rain,False,,,0,0.05
tourist_0,2025-08-12 11:00:37.314606,23.843241947630503,91.28599549159385,Agartala,11,1,True,12.28603820053075,1.3064118483477536,57,72,5,fog,False,,,0,0.1
tourist_0,2025-08-12 11:30:37.314606,23.841031001338607,91.2915458014388,Agartala,11,1,True,12.195722129967397,1.18183789669945,370,64,3,light_rain,False,,,0,0.1
tourist_0,2025-08-12 12:00:37.314606,23.841686469450142,91.2935615828197,Agartala,12,1,True,2.584568273241721,1.357122706341341,439,61,2,fog,False,,,0,0.05
tourist_0,2025-08-12 12:30:37.314606,23.843118589889382,91.30172988021422,Agartala,12,1,True,7.836683925373671,2.099904542843135,397,65,5,light_rain,False,,,0,0.05
tourist_0,2025-08-12 13:00:37.314606,23.84417117476474,91.2998415599393,Agartala,13,1,True,7.711138572957458,2.0183724169646733,389,56,2,fog,False,,,0,0.25
tourist_0,2025-08-12 13:30:37.314606,23.84739903956928,91.29569696833765,Agartala,13,1,True,14.716392258413382,2.0223197954255556,438,63,5,heavy_rain,False,,,0,0.05
tourist_0,2025-08-12 14:00:37.314606,23.850108442142375,91.30169164391185,Agartala,14,1,True,14.665390726717211,2.6455172311471817,74,53,2,cloudy,False,,,0,0.25
tourist_0,2025-08-12 14:30:37.314606,23.845275115835012,91.2955434518114,Agartala,14,1,True,10.597222153756634,1.811041677320538,245,57,3,heavy_rain,False,,,0,0.1
tourist_0,2025-08-12 15:00:37.314606,23.837010098703388,91.29377706508552,Agartala,15,1,True,14.04508400817705,0.9868432194358745,31,59,5,fog,False,,,0,0.05
tourist_0,2025-08-12 15:30:37.314606,23.83753695642863,91.28435642134494,Agartala,15,1,True,9.808082888384938,0.7229153096705659,156,60,5,heavy_rain,False,,,0,0.1
tourist_0,2025-08-12 16:00:37.314606,23.83537927478535,91.29156975278013,Agartala,16,1,True,6.855170998145457,0.6824407324177416,305,56,5,fog,False,,,0,0.25
tourist_0,2025-08-12 16:30:37.314606,23.834485126939224,91.29300598946476,Agartala,16,1,True,6.873622206457243,0.7644128298464113,440,52,4,fog,False,,,0,0.25
tourist_0,2025-08-12 17:00:37.314606,23.839685929336877,91.2970255688846,Agartala,17,1,True,2.9468859956404154,1.4539377196303243,99,52,1,heavy_rain,False,,,0,0.25
tourist_0,2025-08-12 17:30:37.314606,23.839685929336877,91.2970255688846,Agartala,17,1,False,0.0,1.4539377196303243,437,52,4,light_rain,False,,,0,0.005
tourist_0,2025-08-12 18:00:37.314606,23.836346263686895,91.29444441118937,Agartala,18,1,True,4.14168959565872,1.0046775140740105,202,51,4,cloudy,False,,,0,0.25
tourist_0,2025-08-12 18:30:37.314606,23.835787933770185,91.29027850195534,Agartala,18,1,True,3.763421103828339,0.6128803646719593,218,41,2,cloudy,False,,,0,0.25
tourist_0,2025-08-12 19:00:37.314606,23.835787933770185,91.29027850195534,Agartala,19,1,False,0.0,0.6128803646719593,234,40,5,cloudy,False,,,0,0.005
tourist_0,2025-08-12 19:30:37.314606,23.833598912975816,91.28709946506625,Agartala,19,1,True,2.9436146467963855,0.23533871757198657,109,42,3,fog,False,,,0,0.25
tourist_0,2025-08-12 20:00:37.314606,23.833598912975816,91.28709946506625,Agartala,20,1,False,0.0,0.23533871757198657,248,42,4,light_rain,False,,,0,0.01
tourist_0,2025-08-12 20:30:37.314606,23.83171835862178,91.28799335451664,Agartala,20,1,True,1.353000193247166,0.13466159739714492,37,36,1,fog,False,,,0,0.1
tourist_0,2025-08-12 21:00:37.314606,23.83171835862178,91.28799335451664,Agartala,21,1,False,0.0,0.13466159739714492,152,40,5,heavy_rain,False,,,0,0.01
tourist_0,2025-08-12 21:30:37.314606,23.83171835862178,91.28799335451664,Agartala,21,1,False,0.0,0.13466159739714492,370,35,1,cloudy,False,,,0,0.025
tourist_0,2025-08-12 22:00:37.314606,23.83171835862178,91.28799335451664,Agartala,22,1,False,0.0,0.13466159739714492,376,36,4,fog,False,,,0,0.030000000000000002
tourist_0,2025-08-12 22:30:37.314606,23.83171835862178,91.28799335451664,Agartala,22,1,False,0.0,0.13466159739714492,94,33,3,storm,False,,,0,0.030000000000000002
tourist_0,2025-08-12 23:00:37.314606,23.83171835862178,91.28799335451664,Agartala,23,1,False,0.0,0.13466159739714492,207,29,1,clear,False,,,0,0.030000000000000002
tourist_0,2025-08-12 23:30:37.314606,23.83171835862178,91.28799335451664,Agartala,23,1,False,0.0,0.13466159739714492,294,26,5,heavy_rain,False,,,0,0.075
tourist_1,2025-08-11 00:00:37.314606,27.326766603783035,88.60435543685571,Gangtok,0,0,False,0.0,1.367682412716744,280,96,4,clear,False,,,0,0.0375
tourist_1,2025-08-11 00:30:37.314606,27.326766603783035,88.60435543685571,Gangtok,0,0,False,0.0,1.367682412716744,222,96,2,light_rain,False,,,0,0.015000000000000001
tourist_1,2025-08-11 01:00:37.314606,27.326766603783035,88.60435543685571,Gangtok,1,0,False,0.0,1.367682412716744,218,94,2,clear,False,,,0,0.007500000000000001
tourist_1,2025-08-11 01:30:37.314606,27.326766603783035,88.60435543685571,Gangtok,1,0,False,0.0,1.367682412716744,360,102,4,fog,False,,,0,0.007500000000000001
tourist_1,2025-08-11 02:00:37.314606,27.326766603783035,88.60435543685571,Gangtok,2,0,False,0.0,1.367682412716744,395,89,4,clear,False,,,0,0.015000000000000001
tourist_1,2025-08-11 02:30:37.314606,27.326766603783035,88.60435543685571,Gangtok,2,0,False,0.0,1.367682412716744,289,95,4,fog,False,,,0,0.007500000000000001
tourist_1,2025-08-11 03:00:37.314606,27.326766603783035,88.60435543685571,Gangtok,3,0,False,0.0,1.367682412716744,62,91,5,cloudy,False,,,0,0.015000000000000001
tourist_1,2025-08-11 03:30:37.314606,27.326766603783035,88.60435543685571,Gangtok,3,0,False,0.0,1.367682412716744,230,94,3,clear,False,,,0,0.007500000000000001
tourist_1,2025-08-11 04:00:37.314606,27.326766603783035,88.60435543685571,Gangtok,4,0,False,0.0,1.367682412716744,191,87,2,light_rain,False,,,0,0.007500000000000001
tourist_1,2025-08-11 04:30:37.314606,27.326766603783035,88.60435543685571,Gangtok,4,0,False,0.0,1.367682412716744,145,91,1,storm,False,,,0,0.0375
tourist_1,2025-08-11 05:00:37.314606,27.326766603783035,88.60435543685571,Gangtok,5,0,False,0.0,1.367682412716744,136,85,2,fog,False,,,0,0.015000000000000001
tourist_1,2025-08-11 05:30:37.314606,27.326766603783035,88.60435543685571,Gangtok,5,0,False,0.0,1.367682412716744,464,84,2,cloudy,False,,,0,0.015000000000000001
tourist_1,2025-08-11 06:00:37.314606,27.326766603783035,88.60435543685571,Gangtok,6,0,False,0.0,1.367682412716744,258,84,3,heavy_rain,False,,,0,0.005
tourist_1,2025-08-11 06:30:37.314606,27.326766603783035,88.60435543685571,Gangtok,6,0,False,0.0,1.367682412716744,231,84,1,storm,False,,,0,0.005
tourist_1,2025-08-11 07:00:37.314606,27.326766603783035,88.60435543685571,Gangtok,7,0,False,0.0,1.367682412716744,343,82,2,cloudy,False,,,0,0.005
tourist_1,2025-08-11 07:30:37.314606,27.326766603783035,88.60435543685571,Gangtok,7,0,False,0.0,1.367682412716744,434,82,4,fog,False,,,0,0.0025
tourist_1,2025-08-11 08:00:37.314606,27.32373277376634,88.60192808166961,Gangtok,8,0,True,1.6998731466676622,1.7583857124448965,387,77,1,storm,False,,,0,0.125
tourist_1,2025-08-11 08:30:37.314606,27.325880629999304,88.6028284797495,Gangtok,8,0,True,3.530693499365542,1.5015147538423004,206,80,2,cloudy,False,,,0,0.025
tourist_1,2025-08-11 09:00:37.314606,27.327125690709007,88.59885966212146,Gangtok,9,0,True,4.084019198301323,1.557995312687995,343,71,3,cloudy,False,,,0,0.05
tourist_1,2025-08-11 09:30:37.314606,27.335387646940585,88.60149748885769,Gangtok,9,0,True,14.082975685487174,0.6784791964490379,43,70,2,light_rain,False,,,0,0.025
tourist_1,2025-08-11 10:00:37.314606,27.336424249791108,88.59840894037953,Gangtok,10,0,True,3.3073424262098077,0.9392107752212827,72,67,4,heavy_rain,False,,,0,0.025
tourist_1,2025-08-11 10:30:37.314606,27.34162913030853,88.59778762409299,Gangtok,10,0,True,9.878637370034507,1.0134102203241664,242,67,2,fog,False,,,0,0.025
tourist_1,2025-08-11 11:00:37.314606,27.34041184884474,88.59817836902857,Gangtok,11,0,True,6.794302914982351,0.9388213652985248,345,69,3,heavy_rain,False,,,0,0.05
tourist_1,2025-08-11 11:30:37.314606,27.33304840038353,88.59275645682786,Gangtok,11,0,True,3.868225980562954,1.6580524337870268,374,69,5,cloudy,False,,,0,0.025
tourist_1,2025-08-11 12:00:37.314606,27.325003397726086,88.58782335448595,Gangtok,12,0,True,4.565443024524688,2.5840185926608465,285,60,1,light_rain,False,,,0,0.125
tourist_1,2025-08-11 12:30:37.314606,27.323485488629323,88.58307142320558,Gangtok,12,0,True,11.960049406823481,3.1129620429944795,312,69,2,storm,False,,,0,0.125
tourist_1,2025-08-11 13:00:37.314606,27.32175632303009,88.57457221976085,Gangtok,13,0,True,12.277495723122927,4.022565281125718,166,59,2,storm,False,,,0,0.05
tourist_1,2025-08-11 13:30:37.314606,27.324181327138575,88.58071240533168,Gangtok,13,0,True,13.647371569103345,3.295857805273508,279,57,2,heavy_rain,False,,,0,0.05
tourist_1,2025-08-11 14:00:37.314606,27.32907835182175,88.58309387042736,Gangtok,14,0,True,3.2459942615675836,2.8175457656649603,102,57,3,cloudy,False,,,0,0.05
tourist_1,2025-08-11 14:30:37.314606,27.329033095954454,88.57841639783085,Gangtok,14,0,True,5.931243892853158,3.3040814701471293,209,58,1,cloudy,False,,,0,0.125
tourist_1,2025-08-11 15:00:37.314606,27.33583426268801,88.57667019643327,Gangtok,15,0,True,5.476172212244089,3.3285491472148276,34,60,3,light_rain,False,,,0,0.125
tourist_1,2025-08-11 15:30:37.314606,27.334409838647737,88.57715854518632,Gangtok,15,0,True,5.123543287312226,3.2948167966373765,135,57,2,fog,False,,,0,0.125
tourist_1,2025-08-11 16:00:37.314606,27.33405537442485,88.57289013997585,Gangtok,16,0,True,6.908777341938157,3.7692519065268155,217,53,5,fog,False,,,0,0.05
tourist_1,2025-08-11 16:30:37.314606,27.329983955577784,88.56711201112294,Gangtok,16,0,True,5.002456417596629,4.482681802852216,336,50,2,storm,False,,,0,0.05
tourist_1,2025-08-11 17:00:37.314606,27.33209066014681,88.56137085215897,Gangtok,17,0,True,14.603932799745309,5.066036952719805,202,51,1,cloudy,False,,,0,0.025
tourist_1,2025-08-11 17:30:37.314606,27.333903823292385,88.56338312031586,Gangtok,17,0,True,8.389898846819467,4.81799728541834,111,47,5,cloudy,False,,,0,0.125
tourist_1,2025-08-11 18:00:37.314606,27.333571153869833,88.56536190510083,Gangtok,18,0,True,2.8976501243198776,4.604479427748567,162,51,3,cloudy,False,,,0,0.05
tourist_1,2025-08-11 18:30:37.314606,27.33344158320148,88.5631749428122,Gangtok,18,0,True,3.596706369584077,4.847098013485173,115,47,3,heavy_rain,False,,,0,0.025
tourist_1,2025-08-11 19:00:37.314606,27.33324156779227,88.56319850093946,Gangtok,19,0,True,1.9566818519900586,4.847330317323317,147,39,5,heavy_rain,False,,,0,0.05
tourist_1,2025-08-11 19:30:37.314606,27.335878316342445,88.55994061140642,Gangtok,19,0,True,4.6504789824851285,5.178964576391293,97,41,2,clear,False,,,0,0.05
tourist_1,2025-08-11 20:00:37.314606,27.335878316342445,88.55994061140642,Gangtok,20,0,False,0.0,5.178964576391293,305,43,4,storm,False,,,0,0.0025
tourist_1,2025-08-11 20:30:37.314606,27.335878316342445,88.55994061140642,Gangtok,20,0,False,0.0,5.178964576391293,128,40,4,fog,False,,,0,0.005
tourist_1,2025-08-11 21:00:37.314606,27.335878316342445,88.55994061140642,Gangtok,21,0,False,0.0,5.178964576391293,453,35,1,fog,False,,,0,0.0125
tourist_1,2025-08-11 21:30:37.314606,27.335878316342445,88.55994061140642,Gangtok,21,0,False,0.0,5.178964576391293,183,36,4,light_rain,False,,,0,0.0025
tourist_1,2025-08-11 22:00:37.314606,27.335878316342445,88.55994061140642,Gangtok,22,0,False,0.0,5.178964576391293,156,31,1,light_rain,False,,,0,0.015000000000000001
tourist_1,2025-08-11 22:30:37.314606,27.335878316342445,88.55994061140642,Gangtok,22,0,False,0.0,5.178964576391293,254,29,1,light_rain,False,,,0,0.015000000000000001
tourist_1,2025-08-11 23:00:37.314606,27.335878316342445,88.55994061140642,Gangtok,23,0,False,0.0,5.178964576391293,319,26,5,heavy_rain,False,,,0,0.0375
tourist_1,2025-08-11 23:30:37.314606,27.335878316342445,88.55994061140642,Gangtok,23,0,False,0.0,5.178964576391293,203,36,1,cloudy,False,,,0,0.0375
tourist_1,2025-08-12 00:00:37.314606,24.82332968129353,93.93246629798868,Imphal,0,1,False,0.0,0.8514925571804759,155,102,5,fog,False,,,0,0.015000000000000001
tourist_1,2025-08-12 00:30:37.314606,24.82332968129353,93.93246629798868,Imphal,0,1,False,0.0,0.8514925571804759,199,99,4,storm,False,,,0,0.015000000000000001
tourist_1,2025-08-12 01:00:37.314606,24.82332968129353,93.93246629798868,Imphal,1,1,False,0.0,0.8514925571804759,160,102,4,light_rain,False,,,0,0.0375
tourist_1,2025-08-12 01:30:37.314606,24.82332968129353,93.93246629798868,Imphal,1,1,False,0.0,0.8514925571804759,111,99,4,storm,False,,,0,0.0375
tourist_1,2025-08-12 02:00:37.314606,24.82332968129353,93.93246629798868,Imphal,2,1,False,0.0,0.8514925571804759,103,99,4,fog,False,,,0,0.007500000000000001
tourist_1,2025-08-12 02:30:37.314606,24.82332968129353,93.93246629798868,Imphal,2,1,False,0.0,0.8514925571804759,231,99,4,fog,False,,,0,0.007500000000000001
tourist_1,2025-08-12 03:00:37.314606,24.82332968129353,93.93246629798868,Imphal,3,1,False,0.0,0.8514925571804759,42,89,2,cloudy,False,,,0,0.007500000000000001
tourist_1,2025-08-12 03:30:37.314606,24.82332968129353,93.93246629798868,Imphal,3,1,False,0.0,0.8514925571804759,156,92,2,storm,False,,,0,0.0375
tourist_1,2025-08-12 04:00:37.314606,24.82332968129353,93.93246629798868,Imphal,4,1,False,0.0,0.8514925571804759,413,86,1,clear,False,,,0,0.0375
tourist_1,2025-08-12 04:30:37.314606,24.82332968129353,93.93246629798868,Imphal,4,1,False,0.0,0.8514925571804759,333,92,2,fog,False,,,0,0.0375
tourist_1,2025-08-12 05:00:37.314606,24.82332968129353,93.93246629798868,Imphal,5,1,False,0.0,0.8514925571804759,471,87,3,light_rain,False,,,0,0.007500000000000001
tourist_1,2025-08-12 05:30:37.314606,24.82332968129353,93.93246629798868,Imphal,5,1,False,0.0,0.8514925571804759,233,88,1,storm,False,,,0,0.007500000000000001
tourist_1,2025-08-12 06:00:37.314606,24.82332968129353,93.93246629798868,Imphal,6,1,False,0.0,0.8514925571804759,384,79,5,heavy_rain,False,,,0,0.0125
tourist_1,2025-08-12 06:30:37.314606,24.823740698105148,93.93511046474747,Imphal,6,1,True,3.3358799392901948,0.7713624752427466,418,83,3,heavy_rain,False,,,0,0.125
tourist_1,2025-08-12 07:00:37.314606,24.823740698105148,93.93511046474747,Imphal,7,1,False,0.0,0.7713624752427466,284,74,5,fog,False,,,0,0.0125
tourist_1,2025-08-12 07:30:37.314606,24.827045710151882,93.93648394165935,Imphal,7,1,True,1.3816405872209723,1.1156255731449254,480,78,2,cloudy,False,,,0,0.05
